environment,genotype,observed,predicted,method
STP_97,MN94346,98.0,106.12254065217296,ridge_pc80_lo
STP_97,MN95124,91.0,79.19618615080064,ridge_pc80_lo
STP_97,MN95211,96.0,90.92152260779083,ridge_pc80_lo
STP_97,SCHOLAR,81.0,76.77711004641253,ridge_pc80_lo
STP_97,MCVEY,86.0,96.97602258009272,ridge_pc80_lo
STP_97,D87-240,88.0,88.0491883804437,ridge_pc80_lo
STP_97,2375,94.0,93.73236503282315,ridge_pc80_lo
STP_97,ND2710,98.0,86.11869772042937,ridge_pc80_lo
STP_97,BACUP,97.0,86.56358731599164,ridge_pc80_lo
STP_97,WHEATON,75.0,85.42567525224227,ridge_pc80_lo
STP_98,LANGDON,60.6,75.74181573634681,ridge_pc80_lo
STP_98,BRIGGS,82.4,80.17753197635948,ridge_pc80_lo
STP_98,SD3345,72.0,90.97553302722442,ridge_pc80_lo
STP_98,MN97237,88.9,85.4152886315355,ridge_pc80_lo
STP_98,MN97762,87.8,83.81753345880125,ridge_pc80_lo
STP_98,MN97847,91.4,93.1393347732515,ridge_pc80_lo
STP_98,MCVEY,92.6,86.42824912593122,ridge_pc80_lo
STP_98,ND2891,88.5,91.28595962726654,ridge_pc80_lo
STP_98,2375,88.8,83.18459157866165,ridge_pc80_lo
STP_98,ND2710,94.2,81.40989661761365,ridge_pc80_lo
STP_98,BACUP,84.6,78.72327283903616,ridge_pc80_lo
STP_98,WHEATON,57.0,74.87790179808077,ridge_pc80_lo
STP_99,ACBARRIE,67.0,61.60676286595535,ridge_pc80_lo
STP_99,SD3310,69.0,62.46077162948505,ridge_pc80_lo
STP_99,SD3407,58.0,61.47592535738432,ridge_pc80_lo
STP_99,SD3414,75.0,67.66575235629463,ridge_pc80_lo
STP_99,MN97518,54.0,59.50860171862565,ridge_pc80_lo
STP_99,MN97596,72.0,69.31329155062987,ridge_pc80_lo
STP_99,MN97603,55.0,71.22447038035297,ridge_pc80_lo
STP_99,MN98068,42.0,73.83318324535222,ridge_pc80_lo
STP_99,MN98513,80.0,66.46190157878202,ridge_pc80_lo
STP_99,ND2891,66.0,67.33249314772569,ridge_pc80_lo
STP_99,2375,68.0,69.08126744169361,ridge_pc80_lo
STP_99,ND2710,82.0,57.45643013807285,ridge_pc80_lo
STP_99,BACUP,65.0,60.461792236850606,ridge_pc80_lo
STP_99,WHEATON,32.0,60.77457766111272,ridge_pc80_lo
WNP_98,LANGDON,80.4,68.83216194417156,ridge_pc80_lo
WNP_98,BRIGGS,68.1,78.61337946225365,ridge_pc80_lo
WNP_98,SD3345,78.8,84.06587923504917,ridge_pc80_lo
WNP_98,MN97237,95.7,78.50563483936027,ridge_pc80_lo
WNP_98,MN97762,72.2,83.91479776319412,ridge_pc80_lo
WNP_98,MN97847,84.3,93.23659907764436,ridge_pc80_lo
WNP_98,MCVEY,93.4,86.52551343032408,ridge_pc80_lo
WNP_98,ND2891,71.8,84.3763058350913,ridge_pc80_lo
WNP_98,2375,78.8,83.28185588305452,ridge_pc80_lo
WNP_98,ND2710,94.6,74.50024282543842,ridge_pc80_lo
WNP_98,BACUP,82.5,77.15912032493034,ridge_pc80_lo
WNP_98,WHEATON,55.8,74.97516610247364,ridge_pc80_lo
BRK_00,PI182561,66.0,88.97506881733936,ridge_pc80_hi
BRK_00,PI382161,92.5,70.1125468793236,ridge_pc80_hi
BRK_00,PI382167,72.0,51.33613482927431,ridge_pc80_hi
BRK_00,PI81791,70.5,76.09679419765835,ridge_pc80_hi
BRK_00,MN97039,65.5,69.28193196487345,ridge_pc80_hi
BRK_00,MN97561,62.5,69.01650161104338,ridge_pc80_hi
BRK_00,MN98037,63.5,74.8599661156195,ridge_pc80_hi
BRK_00,MN98092,61.0,76.71132688004906,ridge_pc80_hi
BRK_00,MN98208,80.0,71.66027949992205,ridge_pc80_hi
BRK_00,MN98389,74.0,76.40209264462848,ridge_pc80_hi
BRK_00,2375,71.0,72.24153847405204,ridge_pc80_hi
BRK_00,ND2710,92.5,68.23665284235359,ridge_pc80_hi
BRK_00,BACUP,66.5,68.76545846257716,ridge_pc80_hi
BRK_00,WHEATON,65.0,64.00775280884503,ridge_pc80_hi
BRK_01,PI104131,33.900000000000006,42.89221161597095,ridge_pc80_hi
BRK_01,PI185380,30.5,45.08112847324125,ridge_pc80_hi
BRK_01,PI349478,59.3,53.580534371712695,ridge_pc80_hi
BRK_01,PI382140,48.4,26.892198902555172,ridge_pc80_hi
BRK_01,MN99109,39.4,33.863747211486036,ridge_pc80_hi
BRK_01,MN99112,38.2,41.95827453303039,ridge_pc80_hi
BRK_01,MN99126,44.8,27.90067688031181,ridge_pc80_hi
BRK_01,MN99192,40.5,45.547907163282105,ridge_pc80_hi
BRK_01,MN99322,41.0,51.38175348757754,ridge_pc80_hi
BRK_01,2375,36.0,45.051598688612586,ridge_pc80_hi
BRK_01,ND2710,48.4,39.72575920286136,ridge_pc80_hi
BRK_01,BACUP,45.6,36.989505212985264,ridge_pc80_hi
BRK_01,WHEATON,22.299999999999997,36.81781302340559,ridge_pc80_hi
BRK_02,PI163429,37.5,35.42436660589256,ridge_pc80_hi
BRK_02,PI168727,45.6,45.61824715232787,ridge_pc80_hi
BRK_02,PI345731,46.5,54.30405863296342,ridge_pc80_hi
BRK_02,PI185843,57.5,38.25616487567873,ridge_pc80_hi
BRK_02,PI264940,60.3,50.87175199134521,ridge_pc80_hi
BRK_02,SD3533,46.3,51.38007398283827,ridge_pc80_hi
BRK_02,MN00021,66.0,60.143172533641206,ridge_pc80_hi
BRK_02,MN00173,43.2,54.85867626691737,ridge_pc80_hi
BRK_02,MN00274,58.5,62.76969747512261,ridge_pc80_hi
BRK_02,MN99225,64.2,55.75911698107643,ridge_pc80_hi
BRK_02,MN99408,66.5,59.66315354417602,ridge_pc80_hi
BRK_02,2375,48.2,58.71728363929184,ridge_pc80_hi
BRK_02,ND2710,82.0,51.61376686671026,ridge_pc80_hi
BRK_02,BACUP,59.2,51.34481069045867,ridge_pc80_hi
BRK_02,WHEATON,39.5,50.48349797408485,ridge_pc80_hi
BRK_03,BUCKAUSTRAL,61.8,47.736223783008185,ridge_pc80_hi
BRK_03,KLEINCONDOR,65.2,61.654559576545765,ridge_pc80_hi
BRK_03,ARTEMOWSKA,73.2,73.49040982270805,ridge_pc80_hi
BRK_03,ALBIDUM43,39.5,73.68433938479018,ridge_pc80_hi
BRK_03,SD3746,47.0,65.753195922818,ridge_pc80_hi
BRK_03,STEPNJACHKA,73.2,57.762990987174305,ridge_pc80_hi
BRK_03,MN01116,58.0,65.98501623893863,ridge_pc80_hi
BRK_03,MN01180,82.4,69.87483187562803,ridge_pc80_hi
BRK_03,MN01281,81.7,65.56891923776739,ridge_pc80_hi
BRK_03,MN99433-1,52.0,53.63649716536417,ridge_pc80_hi
BRK_03,ND03_1-15,55.8,68.06056549496721,ridge_pc80_hi
BRK_03,ND03_1-9,78.1,63.47761931016208,ridge_pc80_hi
BRK_03,2375,61.8,69.05324129354976,ridge_pc80_hi
BRK_03,ND2710,96.9,60.83271997563809,ridge_pc80_hi
BRK_03,BACUP,85.4,60.98163389205551,ridge_pc80_hi
BRK_03,WHEATON,21.200000000000003,60.81945562834274,ridge_pc80_hi
BRK_04,MN00187-3,72.1233,77.54861022068579,ridge_pc80_hi
BRK_04,MN01164,73.36670000000001,60.31739891268467,ridge_pc80_hi
BRK_04,MN01NIL84-5-5-15,65.83330000000001,77.89555711021399,ridge_pc80_hi
BRK_04,MN99220-4,57.89,59.11554508945193,ridge_pc80_hi
BRK_04,MN99341-2-5,62.5,57.93340070448506,ridge_pc80_hi
BRK_04,ND03_1-15,45.3333,65.69038455901172,ridge_pc80_hi
BRK_04,ND03_1-9,56.7333,56.38573388133104,ridge_pc80_hi
BRK_04,NDSW0345,47.8167,53.836532828400394,ridge_pc80_hi
BRK_04,RUGBY,46.1333,56.40758051409554,ridge_pc80_hi
BRK_04,2375,56.6667,61.96135586471868,ridge_pc80_hi
BRK_04,ND2710,76.9833,56.08207468679395,ridge_pc80_hi
BRK_04,BACUP,64.3133,55.57907318757735,ridge_pc80_hi
BRK_04,WHEATON,41.9667,53.72757019951169,ridge_pc80_hi
BRK_05,NDSW0350,58.3333,58.8123627453173,ridge_pc80_hi
BRK_05,MN01057-3-1,78.91669999999999,72.0403009242667,ridge_pc80_hi
BRK_05,MN01380-2-1,72.28999999999999,61.6676970776993,ridge_pc80_hi
BRK_05,MN02051-1,69.94,83.49511450298395,ridge_pc80_hi
BRK_05,MN02219-1,68.0067,68.63070083561838,ridge_pc80_hi
BRK_05,MN02306-2,75.5567,63.93908757929259,ridge_pc80_hi
BRK_05,NDSW0345,51.0,58.409291073129,ridge_pc80_hi
BRK_05,RUGBY,44.3333,62.75202930839371,ridge_pc80_hi
BRK_05,2375,49.95,67.90212563897639,ridge_pc80_hi
BRK_05,ND2710,75.3567,55.85397280857422,ridge_pc80_hi
BRK_05,BACUP,67.38,61.92352198187552,ridge_pc80_hi
BRK_05,WHEATON,50.65,59.66833997376936,ridge_pc80_hi
BRK_06,WASKADA,79.925,77.53130922298932,ridge_pc80_hi
BRK_06,CROMWELL,60.1667,65.44307155509462,ridge_pc80_hi
BRK_06,MN02268-A-4,78.9417,68.326636062445,ridge_pc80_hi
BRK_06,TOM,80.825,72.27603214101637,ridge_pc80_hi
BRK_06,NDSW0430,84.4167,79.82218607346356,ridge_pc80_hi
BRK_06,MN00209-3-1,92.6833,87.2003948757368,ridge_pc80_hi
BRK_06,MN02222-1,86.4667,68.57204754486428,ridge_pc80_hi
BRK_06,RUGBY,40.3333,75.05123896093713,ridge_pc80_hi
BRK_06,2375,79.9083,77.48929029753987,ridge_pc80_hi
BRK_06,ND2710,87.8333,70.83143719519116,ridge_pc80_hi
BRK_06,BACUP,78.425,74.22273163441893,ridge_pc80_hi
BRK_06,WHEATON,44.6667,69.25550463233286,ridge_pc80_hi
BRK_07,ES101,67.3666667,53.04395645971498,ridge_pc80_hi
BRK_07,MN03013-3-2,62.0333333,68.26797189210787,ridge_pc80_hi
BRK_07,MN03191-2-1,55.8333333,71.52102965107433,ridge_pc80_hi
BRK_07,NDSW0430,70.66666670000001,65.8218680818984,ridge_pc80_hi
BRK_07,MN00209-3-1,60.2666667,74.95546349506985,ridge_pc80_hi
BRK_07,MN02222-1,68.16666670000001,55.20673411377628,ridge_pc80_hi
BRK_07,RUGBY,61.6666667,56.65433856792113,ridge_pc80_hi
BRK_07,BRICK,63.3333333,68.56706198643458,ridge_pc80_hi
BRK_07,2375,57.9583333,66.27274562395912,ridge_pc80_hi
BRK_07,ND2710,68.0,58.58650581452416,ridge_pc80_hi
BRK_07,BACUP,62.725,55.82583124140294,ridge_pc80_hi
BRK_07,WHEATON,27.166666699999993,58.03895995875211,ridge_pc80_hi
BRK_09,FOREFRONT,57.1666667,68.23117939709726,ridge_pc80_hi
BRK_09,SD4011,69.66666670000001,66.74440484681288,ridge_pc80_hi
BRK_09,SD4027,64.83333329999999,64.46184458453774,ridge_pc80_hi
BRK_09,SELECT,69.16666670000001,59.38592991455146,ridge_pc80_hi
BRK_09,MN05152-1-1,65.33333329999999,64.55230863020408,ridge_pc80_hi
BRK_09,MN06049-1-3,71.66666670000001,71.30822487375934,ridge_pc80_hi
BRK_09,MN06202-3-1,60.0,55.92277847671187,ridge_pc80_hi
BRK_09,MN06213-6-2-4,66.16666670000001,62.725871307251175,ridge_pc80_hi
BRK_09,MN06219-2-2,53.1666667,62.62078827017526,ridge_pc80_hi
BRK_09,2375,52.6666667,67.18835830365836,ridge_pc80_hi
BRK_09,ND2710,71.5,59.413144460033855,ridge_pc80_hi
BRK_09,BACUP,68.33333329999999,59.58856230613671,ridge_pc80_hi
BRK_09,WHEATON,49.3333333,58.95457263845135,ridge_pc80_hi
BRK_10,MT09SCAB16,60.45,60.73094581924968,ridge_pc80_hi
BRK_10,MT09SCAB3,55.4166667,55.88748760131057,ridge_pc80_hi
BRK_10,MT09SCAB5,54.7916667,49.18413571773698,ridge_pc80_hi
BRK_10,MT09SCAB9,43.5,50.953926343938285,ridge_pc80_hi
BRK_10,FN09-17017,85.2583333,74.18004035885133,ridge_pc80_hi
BRK_10,FN09-17210,85.8,76.23598527002969,ridge_pc80_hi
BRK_10,FN09-17213,91.25833333,78.123985818249,ridge_pc80_hi
BRK_10,FN09-17270,91.35833333,74.28341011510649,ridge_pc80_hi
BRK_10,FN09-17275,92.10833333,85.32926213703229,ridge_pc80_hi
BRK_10,MN06216-6-2-4,53.6666667,73.53957635633859,ridge_pc80_hi
BRK_10,MN07049-7-3,86.925,85.69275349984996,ridge_pc80_hi
BRK_10,MN07183-3,64.16666670000001,61.98678208397706,ridge_pc80_hi
BRK_10,BW928,70.225,68.51512306391919,ridge_pc80_hi
BRK_10,BRICK,89.22083334999999,77.57883563685168,ridge_pc80_hi
BRK_10,2375,60.15,77.05534705595478,ridge_pc80_hi
BRK_10,ND2710,73.5916667,69.6288075226335,ridge_pc80_hi
BRK_10,BACUP,76.2333333,64.83760489182002,ridge_pc80_hi
BRK_10,WHEATON,52.5,68.82156139074777,ridge_pc80_hi
BRK_11,10EXP13-16,47.6666667,58.858904557510314,ridge_pc80_hi
BRK_11,10EXP13-24,50.6666667,63.83241479614728,ridge_pc80_hi
BRK_11,10EXP13-44,66.7666667,54.611614402019974,ridge_pc80_hi
BRK_11,10EXP13-87,42.3333333,62.7100284726048,ridge_pc80_hi
BRK_11,10EXPSW13-19,43.8333333,38.93207488970767,ridge_pc80_hi
BRK_11,10EXPSW13-28,70.7166667,59.38957736235631,ridge_pc80_hi
BRK_11,10EXPSW13-9,45.1666667,46.4248411316547,ridge_pc80_hi
BRK_11,SD4313,73.2,62.08280720214777,ridge_pc80_hi
BRK_11,SD4331,62.8416667,58.000212427854855,ridge_pc80_hi
BRK_11,SD4337,47.5,57.39941855439136,ridge_pc80_hi
BRK_11,SD4338,46.5,63.52080069865577,ridge_pc80_hi
BRK_11,SD4343,60.8333333,64.90221292929796,ridge_pc80_hi
BRK_11,MN07057-6-4,54.7833333,77.33030063822967,ridge_pc80_hi
BRK_11,MN07167W-2-1,49.5,58.50670975854844,ridge_pc80_hi
BRK_11,MN09023,49.95,59.3485102918725,ridge_pc80_hi
BRK_11,MN09092,51.0,59.171575361220754,ridge_pc80_hi
BRK_11,X00009-16,57.0,46.03389376334517,ridge_pc80_hi
BRK_11,BW928,51.6666667,51.15231538934038,ridge_pc80_hi
BRK_11,BRICK,75.2333333,62.64653855224131,ridge_pc80_hi
BRK_11,2375,46.3333333,58.59891879249525,ridge_pc80_hi
BRK_11,ND2710,60.5,52.2659998480547,ridge_pc80_hi
BRK_11,BACUP,62.05,49.90530780720969,ridge_pc80_hi
BRK_11,WHEATON,38.1666667,50.36513312728825,ridge_pc80_hi
BRK_12,11EXP13-105,89.69166666699999,93.26013269737372,ridge_pc80_hi
BRK_12,11EXP13-107,80.466666667,84.66932057425686,ridge_pc80_hi
BRK_12,11EXP13-43,94.325,90.51408762985028,ridge_pc80_hi
BRK_12,11EXP13-65,81.783333333,93.91933690327906,ridge_pc80_hi
BRK_12,11EXP13-78,85.983333333,91.09351754983372,ridge_pc80_hi
BRK_12,SD4361,85.708333333,91.76157783742056,ridge_pc80_hi
BRK_12,SD4366,95.3166666667,84.03029738709246,ridge_pc80_hi
BRK_12,SD4388,86.716666667,85.78583155860161,ridge_pc80_hi
BRK_12,SD4394,83.075,90.15713944291674,ridge_pc80_hi
BRK_12,SD4397,82.966666667,87.90010326667708,ridge_pc80_hi
BRK_12,MN08166,85.033333333,89.56297015470307,ridge_pc80_hi
BRK_12,MN08173,93.5666666667,91.61079812097216,ridge_pc80_hi
BRK_12,MN09027,92.1666666667,108.52926313758678,ridge_pc80_hi
BRK_12,MN09071,82.55,94.20408729559674,ridge_pc80_hi
BRK_12,MN09121,93.1666666667,91.7494425344146,ridge_pc80_hi
BRK_12,BW928,89.083333333,85.88699871833941,ridge_pc80_hi
BRK_12,BRICK,88.9805555555667,97.87686013988068,ridge_pc80_hi
BRK_12,2375,96.1916666667,89.03628800863784,ridge_pc80_hi
BRK_12,ND2710,91.25,87.00068317705372,ridge_pc80_hi
BRK_12,BACUP,85.35,85.13562939484902,ridge_pc80_hi
BRK_12,WHEATON,94.3666666667,80.80250234343083,ridge_pc80_hi
BRK_13,SD4487,81.104166667,80.88827998458176,ridge_pc80_hi
BRK_13,SD4518,80.85,76.68024680003744,ridge_pc80_hi
BRK_13,SD4536,81.3125,83.7164568052744,ridge_pc80_hi
BRK_13,SD4541,84.966666667,87.13972732071464,ridge_pc80_hi
BRK_13,SD4544,83.4125,88.71977823705681,ridge_pc80_hi
BRK_13,MN09157,83.695833333,90.746449389106,ridge_pc80_hi
BRK_13,MN10055,83.470833333,92.3807397101189,ridge_pc80_hi
BRK_13,MN10285,85.31666666699999,86.36370604190016,ridge_pc80_hi
BRK_13,MN10362,85.858333333,99.52221658049076,ridge_pc80_hi
BRK_13,MN10368,85.920833333,83.84355874631919,ridge_pc80_hi
BRK_13,12-14-147,86.470833333,74.55804937265036,ridge_pc80_hi
BRK_13,12-14-158,81.095833333,89.18589195127066,ridge_pc80_hi
BRK_13,12-14-172,88.1125,81.65099196224072,ridge_pc80_hi
BRK_13,12-14-97,79.233333333,87.0292089603867,ridge_pc80_hi
BRK_13,BRICK,91.225,92.3458796583689,ridge_pc80_hi
BRK_13,2375,84.091666667,86.03279000635261,ridge_pc80_hi
BRK_13,ND2710,90.6791666667,81.3135030149367,ridge_pc80_hi
BRK_13,BACUP,84.0375,79.60464891333723,ridge_pc80_hi
BRK_13,WHEATON,68.80833333300001,77.7990043411456,ridge_pc80_hi
BRK_14,SD4504,82.19166666699999,76.77202717844689,ridge_pc80_hi
BRK_14,SD4508,77.5,79.96193058957526,ridge_pc80_hi
BRK_14,SD4510,76.166666667,76.33489586126143,ridge_pc80_hi
BRK_14,SD4514,78.125,77.70704052102359,ridge_pc80_hi
BRK_14,SD4546,84.85,86.32653889497254,ridge_pc80_hi
BRK_14,MN10021,79.55,83.81905831124695,ridge_pc80_hi
BRK_14,MN10388,73.5,72.55796188684208,ridge_pc80_hi
BRK_14,MN11074,80.3,83.34304107491336,ridge_pc80_hi
BRK_14,MN11397-1,66.716666667,84.7599579640103,ridge_pc80_hi
BRK_14,MN11405,84.25,85.39077249269559,ridge_pc80_hi
BRK_14,12-14-147,70.43333333300001,66.36470495455241,ridge_pc80_hi
BRK_14,12-14-158,69.833333333,81.44291539033289,ridge_pc80_hi
BRK_14,12-14-172,73.366666667,75.10015583616365,ridge_pc80_hi
BRK_14,12-14-97,74.93333333300001,79.82718610241822,ridge_pc80_hi
BRK_14,2375,70.166666667,77.83944558825466,ridge_pc80_hi
BRK_14,ND2710,87.833333333,73.57052645399891,ridge_pc80_hi
BRK_14,BACUP,69.5,74.45956171938612,ridge_pc80_hi
BRK_14,WHEATON,78.7,69.60565992304765,ridge_pc80_hi
BRK_15,BW483,53.0,60.011796936706354,ridge_pc80_hi
BRK_15,BW485,52.833333333,62.08483041029809,ridge_pc80_hi
BRK_15,BW499,67.133333333,68.6181867286518,ridge_pc80_hi
BRK_15,BW961,57.333333333,65.08324750184228,ridge_pc80_hi
BRK_15,MT1219,49.666666667,40.09006041710392,ridge_pc80_hi
BRK_15,MT1337,53.0,49.25131802052332,ridge_pc80_hi
BRK_15,MT1338,55.158333333,48.18562503561188,ridge_pc80_hi
BRK_15,14-13-106,59.666666667,65.40811433361428,ridge_pc80_hi
BRK_15,14-13-135,63.333333333,51.3057834960589,ridge_pc80_hi
BRK_15,14-13-14,66.866666667,71.41595247334442,ridge_pc80_hi
BRK_15,14-13-21,55.833333333,57.11349950954331,ridge_pc80_hi
BRK_15,14-13-97,58.833333333,63.519886805476474,ridge_pc80_hi
BRK_15,SD4559,65.0,60.42820141127477,ridge_pc80_hi
BRK_15,SD4582,81.208333333,75.76136863587445,ridge_pc80_hi
BRK_15,SD4595,71.725,72.72335589285318,ridge_pc80_hi
BRK_15,SD4605,68.166666667,65.63567371341979,ridge_pc80_hi
BRK_15,SD4607,58.833333333,59.262855789854925,ridge_pc80_hi
BRK_15,MN11326-3,68.883333333,69.1261496540688,ridge_pc80_hi
BRK_15,MN12265-1,65.30833333300001,71.34065463353237,ridge_pc80_hi
BRK_15,MN12307-3,67.0,63.994969069924686,ridge_pc80_hi
BRK_15,MN12423-5,76.68333333300001,66.2588913320014,ridge_pc80_hi
BRK_15,MN12545-3,63.375,61.702090197688214,ridge_pc80_hi
BRK_15,MT1316,57.0,62.99977750061976,ridge_pc80_hi
BRK_15,2375,63.166666667,63.75548598040466,ridge_pc80_hi
BRK_15,ND2710,69.725,60.29556929306258,ridge_pc80_hi
BRK_15,BACUP,53.333333333,59.14057771900778,ridge_pc80_hi
BRK_15,WHEATON,50.0,55.52170031519766,ridge_pc80_hi
BRK_16,ND820,79.741666667,72.64716189588782,ridge_pc80_hi
BRK_16,ND822,81.7125,80.25909795563653,ridge_pc80_hi
BRK_16,ND824,82.0,77.80104050857123,ridge_pc80_hi
BRK_16,SD4587,85.3875,81.09767370347569,ridge_pc80_hi
BRK_16,SD4589,82.266666667,85.65877017713996,ridge_pc80_hi
BRK_16,SD4621,84.15,81.99080346751501,ridge_pc80_hi
BRK_16,SD4645,81.925,86.69931663379047,ridge_pc80_hi
BRK_16,SD4675,78.329166667,75.12272226727504,ridge_pc80_hi
BRK_16,IDO1403S,59.916666667,59.89688897527131,ridge_pc80_hi
BRK_16,IDO1405S,62.166666667,60.86714034652596,ridge_pc80_hi
BRK_16,IDO1601S,65.65,53.92298518220723,ridge_pc80_hi
BRK_16,IDO1603S,60.666666667,69.18516243118938,ridge_pc80_hi
BRK_16,UISTONE,66.775,60.595283263855826,ridge_pc80_hi
BRK_16,LANG-MN,78.4875,83.02140827222385,ridge_pc80_hi
BRK_16,MN11394-6,84.0,82.27839103796565,ridge_pc80_hi
BRK_16,MN13056-7,86.12083333300001,79.40216430476877,ridge_pc80_hi
BRK_16,MN13064-2,80.516666667,85.08291289142238,ridge_pc80_hi
BRK_16,MN13515-8,83.479166667,73.6240654760198,ridge_pc80_hi
BRK_16,ND-VITPRO,82.045833333,86.4504567058738,ridge_pc80_hi
BRK_16,ND828,81.920833333,70.26606538737047,ridge_pc80_hi
BRK_16,2375,76.1,80.33700437553993,ridge_pc80_hi
BRK_16,ND2710,80.991666667,74.35892111470271,ridge_pc80_hi
BRK_16,BACUP,73.508333333,73.20422421623613,ridge_pc80_hi
BRK_16,WHEATON,56.1,72.10321871033292,ridge_pc80_hi
BRK_17,ND830,85.8,80.3529449060073,ridge_pc80_hi
BRK_17,ND833,83.8,85.92193445152525,ridge_pc80_hi
BRK_17,NDHRS16-12-19,79.9,87.72721940498636,ridge_pc80_hi
BRK_17,NDHRS16-12-31,84.7,83.47114756932007,ridge_pc80_hi
BRK_17,NDHRS16-12-52,82.0,83.91295459698902,ridge_pc80_hi
BRK_17,SD4691,85.8,95.43161851468643,ridge_pc80_hi
BRK_17,SD4705,88.6,88.44794453382214,ridge_pc80_hi
BRK_17,SD4710,86.3,85.93444948377743,ridge_pc80_hi
BRK_17,SD4724,86.0,89.34655277542967,ridge_pc80_hi
BRK_17,SD4741,87.7,85.99971137994389,ridge_pc80_hi
BRK_17,MN13304-5,81.4,94.90685462162408,ridge_pc80_hi
BRK_17,MN14138-4,85.3,82.34303382838158,ridge_pc80_hi
BRK_17,MN14470-5,80.0,86.37503279318032,ridge_pc80_hi
BRK_17,MN14669-1,76.8,89.3267804262648,ridge_pc80_hi
BRK_17,2375,74.4,85.06306242033939,ridge_pc80_hi
BRK_17,ND2710,84.5,79.30673716373998,ridge_pc80_hi
BRK_17,BACUP,78.2,78.89153891984483,ridge_pc80_hi
BRK_17,WHEATON,68.5,76.82927675513238,ridge_pc80_hi
BRK_18,MT1673,73.6,61.59941326195008,ridge_pc80_hi
BRK_18,NDHRS16-13-13,81.0,77.88411865362953,ridge_pc80_hi
BRK_18,NDHRS16-13-89,79.4,76.9837326585091,ridge_pc80_hi
BRK_18,NDHRS16-13-97,80.9,85.03550766292285,ridge_pc80_hi
BRK_18,NDHRS16-14-12,82.9,85.14834535561643,ridge_pc80_hi
BRK_18,NDHRS16-14-91,80.0,81.40495476793653,ridge_pc80_hi
BRK_18,SD4756,78.5,88.23770754737097,ridge_pc80_hi
BRK_18,SD4758,80.8,85.21447872519751,ridge_pc80_hi
BRK_18,SD4787,83.1,68.63265567901679,ridge_pc80_hi
BRK_18,SD4819,83.7,78.50280100726724,ridge_pc80_hi
BRK_18,SD4822,76.1,81.55832963261376,ridge_pc80_hi
BRK_18,MN15008-7,77.1,88.74148510632551,ridge_pc80_hi
BRK_18,MN15029-8,80.2,79.72018947204158,ridge_pc80_hi
BRK_18,MN15089-2,81.9,85.8858457984521,ridge_pc80_hi
BRK_18,MN15219-2,80.9,82.70231629627423,ridge_pc80_hi
BRK_18,MN15501-4,80.9,81.6800713459686,ridge_pc80_hi
BRK_18,MT1621,70.0,58.93153894858297,ridge_pc80_hi
BRK_18,2375,69.0,82.11041410445416,ridge_pc80_hi
BRK_18,ND2710,84.9,75.83594013827,ridge_pc80_hi
BRK_18,BACUP,80.6,74.35975569453346,ridge_pc80_hi
BRK_18,WHEATON,58.0,73.87662843924716,ridge_pc80_hi
BRK_19,LANNING,76.1,74.64061735242339,ridge_pc80_hi
BRK_19,MT1767,79.4,63.893473495079654,ridge_pc80_hi
BRK_19,VIDA,73.6,69.62961112927393,ridge_pc80_hi
BRK_19,NDHRS14-0136-C06,76.2,77.24413413653284,ridge_pc80_hi
BRK_19,NDHRS16-14-36,75.2,75.8776829777059,ridge_pc80_hi
BRK_19,NDHRS16-16-665,80.7,78.22420516208535,ridge_pc80_hi
BRK_19,SD4740,75.9,83.21774892556306,ridge_pc80_hi
BRK_19,SD4834,77.9,73.63173870753891,ridge_pc80_hi
BRK_19,SD4859,77.3,76.77837286455669,ridge_pc80_hi
BRK_19,SD4865,79.2,83.81363132879873,ridge_pc80_hi
BRK_19,SD4868,80.2,83.3805118196725,ridge_pc80_hi
BRK_19,MN15155-2,80.6,87.99839680944979,ridge_pc80_hi
BRK_19,MN16028,77.6,78.21527911847903,ridge_pc80_hi
BRK_19,MN16040,78.7,79.76250162224433,ridge_pc80_hi
BRK_19,MN16262-3,81.2,85.67485716672789,ridge_pc80_hi
BRK_19,MN16317-5,82.5,78.50594314730746,ridge_pc80_hi
BRK_19,MT1621,66.3,56.49346400420767,ridge_pc80_hi
BRK_19,NDHRS13-0170-0004,76.6,80.13866571900232,ridge_pc80_hi
BRK_19,MT1716,75.2,73.62056096331439,ridge_pc80_hi
BRK_19,ND-HERON,78.8,75.85594554294468,ridge_pc80_hi
BRK_19,ND2710,82.5,73.8313866341915,ridge_pc80_hi
BRK_19,BACUP,70.2,73.28217185491663,ridge_pc80_hi
BRK_19,WHEATON,60.6,71.43855349487185,ridge_pc80_hi
BRK_20,MT1775,72.2,69.29689847285248,ridge_pc80_hi
BRK_20,MT1809,78.9,69.33153321761723,ridge_pc80_hi
BRK_20,MT1866,70.2,66.55556522264514,ridge_pc80_hi
BRK_20,MT1871,68.1,58.04237981482026,ridge_pc80_hi
BRK_20,MT1872,77.0,69.2289820110784,ridge_pc80_hi
BRK_20,NDHRS13-0114-C06,81.1,84.63425266879442,ridge_pc80_hi
BRK_20,NDHRS13-0121-C05,84.3,80.3048632842294,ridge_pc80_hi
BRK_20,NDHRS13-0215-C03,80.3,73.25478961917698,ridge_pc80_hi
BRK_20,NDHRS13-0318-0003,81.2,82.80822778274714,ridge_pc80_hi
BRK_20,SD4848,75.1,81.16576319683188,ridge_pc80_hi
BRK_20,SD4917,80.2,77.34944663201043,ridge_pc80_hi
