environment,genotype,observed,predicted,method
GLL_12,11EXP13-43,89.875,98.38469911808406,ridge_pc5_lo
GLL_12,11EXP13-65,77.25,97.8995691435523,ridge_pc5_lo
GLL_12,11EXP13-78,93.875,98.38521178994972,ridge_pc5_lo
GLL_12,MN08166,97.375,95.62379324388746,ridge_pc5_lo
GLL_12,MN08173,95.75,93.34317152514924,ridge_pc5_lo
GLL_12,MN09027,98.375,93.44189950685102,ridge_pc5_lo
GLL_12,MN09071,96.0,96.56884436340658,ridge_pc5_lo
GLL_12,MN09121,98.0,89.88668742097532,ridge_pc5_lo
GLL_12,BW429,94.4375,88.2011632911799,ridge_pc5_lo
GLL_12,BW928,95.0,98.43930853963654,ridge_pc5_lo
GLL_12,2375,86.5,95.74979194621532,ridge_pc5_lo
GLL_12,ND2710,92.5,91.48218986314902,ridge_pc5_lo
GLL_12,BACUP,93.375,94.74335413825116,ridge_pc5_lo
GLL_12,WHEATON,81.875,92.26777883449708,ridge_pc5_lo
LGD_00,PI182561,98.9,96.92440577730744,ridge_pc5_lo
LGD_00,PI382161,99.8,97.45162246554408,ridge_pc5_lo
LGD_00,PI382167,100.0,95.70050139898906,ridge_pc5_lo
LGD_00,PI81791,100.0,93.29028593535244,ridge_pc5_lo
LGD_00,MN97039,98.8,93.46774748530966,ridge_pc5_lo
LGD_00,MN97561,96.6,96.815502124899,ridge_pc5_lo
LGD_00,MN98037,99.1,96.1004381060318,ridge_pc5_lo
LGD_00,MN98092,97.7,98.80278000241384,ridge_pc5_lo
LGD_00,MN98208,97.6,96.91395426017256,ridge_pc5_lo
LGD_00,MN98389,97.1,94.87085133637588,ridge_pc5_lo
LGD_00,2375,92.6,100.47425778453604,ridge_pc5_lo
LGD_00,ND2710,99.6,95.01939097929828,ridge_pc5_lo
LGD_00,BACUP,98.0,100.56573512268425,ridge_pc5_lo
LGD_00,WHEATON,88.4,96.9922446728178,ridge_pc5_lo
LGD_01,PI104131,98.7,88.91070337639601,ridge_pc5_lo
LGD_01,PI185380,95.4,93.83572798543813,ridge_pc5_lo
LGD_01,PI349478,86.3,93.15580736015552,ridge_pc5_lo
LGD_01,PI382140,98.6,94.07481895990198,ridge_pc5_lo
LGD_01,MN99109,92.6,94.5444184908074,ridge_pc5_lo
LGD_01,MN99112,97.7,91.20644286258693,ridge_pc5_lo
LGD_01,MN99126,97.1,92.59871011347887,ridge_pc5_lo
LGD_01,MN99192,96.3,92.22847893059097,ridge_pc5_lo
LGD_01,MN99322,92.3,98.2414494589118,ridge_pc5_lo
LGD_01,2375,91.5,98.66801039115175,ridge_pc5_lo
LGD_01,ND2710,98.1,91.30471746123028,ridge_pc5_lo
LGD_01,BACUP,94.1,98.00494499498669,ridge_pc5_lo
LGD_01,WHEATON,92.2,95.18599727943352,ridge_pc5_lo
LGD_02,PI163429,98.7,89.99785494542279,ridge_pc5_lo
LGD_02,PI168727,98.2,88.39514055201882,ridge_pc5_lo
LGD_02,PI345731,99.7,85.85505276969522,ridge_pc5_lo
LGD_02,PI264940,95.9,89.89697217555492,ridge_pc5_lo
LGD_02,SD3533,95.1,97.83823063760627,ridge_pc5_lo
LGD_02,MN00021,98.5,99.5044784978934,ridge_pc5_lo
LGD_02,MN00173,95.2,92.80495501484954,ridge_pc5_lo
LGD_02,MN00274,99.3,94.97902040582802,ridge_pc5_lo
LGD_02,MN99225,98.6,99.8249148316805,ridge_pc5_lo
LGD_02,MN99408,94.8,94.60924236984069,ridge_pc5_lo
LGD_02,2375,91.3,99.44313581576952,ridge_pc5_lo
LGD_02,ND2710,99.5,93.64586009090075,ridge_pc5_lo
LGD_02,BACUP,94.5,99.71847927455048,ridge_pc5_lo
LGD_02,WHEATON,87.3,95.96112270405126,ridge_pc5_lo
LGD_03,BUCKAUSTRAL,98.4,94.64440615117088,ridge_pc5_lo
LGD_03,KLEINCONDOR,97.7,93.8858566769266,ridge_pc5_lo
LGD_03,ARTEMOWSKA,99.7,96.59336362648531,ridge_pc5_lo
LGD_03,ALBIDUM43,99.5,94.96903990841172,ridge_pc5_lo
LGD_03,SD3746,99.3,97.24463398109332,ridge_pc5_lo
LGD_03,STEPNJACHKA,99.8,96.1670752015416,ridge_pc5_lo
LGD_03,MN01116,99.5,97.19352817804516,ridge_pc5_lo
LGD_03,MN01180,99.7,102.37160259574156,ridge_pc5_lo
LGD_03,MN01281,98.7,101.95028558044626,ridge_pc5_lo
LGD_03,MN99433-1,98.4,99.36742637272052,ridge_pc5_lo
LGD_03,ND03_1-15,98.0,104.8837458300366,ridge_pc5_lo
LGD_03,ND03_1-9,98.1,98.43527883642878,ridge_pc5_lo
LGD_03,2375,96.9,101.05678543391237,ridge_pc5_lo
LGD_03,ND2710,99.8,96.42135200251384,ridge_pc5_lo
LGD_03,BACUP,99.6,101.77114343623022,ridge_pc5_lo
LGD_03,WHEATON,95.4,97.57477232219412,ridge_pc5_lo
LGD_04,MN00187-3,99.3,96.35452630840852,ridge_pc5_lo
LGD_04,MN01164,99.4,101.76112943720996,ridge_pc5_lo
LGD_04,MN01NIL84-5-5-15,99.2,101.06728649190342,ridge_pc5_lo
LGD_04,MN99220-4,98.5,98.86456174952956,ridge_pc5_lo
LGD_04,MN99341-2-5,98.2,99.85031395615864,ridge_pc5_lo
LGD_04,ND03_1-15,97.6,104.8739202499805,ridge_pc5_lo
LGD_04,ND03_1-9,98.6,98.04388847735764,ridge_pc5_lo
LGD_04,NDSW0345,98.4,91.1488457587445,ridge_pc5_lo
LGD_04,RUGBY,98.4,99.4578440454403,ridge_pc5_lo
LGD_04,2375,96.9,100.66539507484124,ridge_pc5_lo
LGD_04,ND2710,99.3,96.25358459236354,ridge_pc5_lo
LGD_04,BACUP,98.6,101.74363350416648,ridge_pc5_lo
LGD_04,WHEATON,97.8,97.183381963123,ridge_pc5_lo
LGD_05,NDSW0350,94.5,92.56943949055696,ridge_pc5_lo
LGD_05,MN01057-3-1,99.3,99.9417004520336,ridge_pc5_lo
LGD_05,MN01380-2-1,98.1,95.14609330446348,ridge_pc5_lo
LGD_05,MN02051-1,97.3,98.55938602265856,ridge_pc5_lo
LGD_05,MN02219-1,94.6,100.2611801586186,ridge_pc5_lo
LGD_05,MN02306-2,94.9,100.21592902058735,ridge_pc5_lo
LGD_05,NDSW0345,96.7,88.88030447244478,ridge_pc5_lo
LGD_05,RUGBY,95.7,97.29077133254756,ridge_pc5_lo
LGD_05,2375,96.4,99.07683181763792,ridge_pc5_lo
LGD_05,ND2710,99.3,93.49507884016928,ridge_pc5_lo
LGD_05,BACUP,97.8,99.57656079127376,ridge_pc5_lo
LGD_05,WHEATON,90.6,95.59481870591968,ridge_pc5_lo
LGD_08,SD3942,56.0341564685315,58.67150644609185,ridge_pc5_lo
LGD_08,SD4181,90.43078275890775,64.62087213561,ridge_pc5_lo
LGD_08,MN03342-4,41.0697930487985,60.69804461511079,ridge_pc5_lo
LGD_08,MN05117-7,40.4247258299406,62.634747154215354,ridge_pc5_lo
LGD_08,MN05149-5,81.3363130374527,56.510462655096504,ridge_pc5_lo
LGD_08,SABIN,45.4287316849817,68.1275510171971,ridge_pc5_lo
LGD_08,RUGBY,47.8665064102564,61.59155336249337,ridge_pc5_lo
LGD_08,ALSEN,58.1840118215118,64.30435231972648,ridge_pc5_lo
LGD_08,2375,62.8116758241758,63.71205834523453,ridge_pc5_lo
LGD_08,ND2710,74.15636931695761,54.81924701780912,ridge_pc5_lo
LGD_08,BACUP,68.5155782697694,63.87734282121957,ridge_pc5_lo
LGD_08,WHEATON,24.018475274725304,60.23004523351626,ridge_pc5_lo
LGD_09,FOREFRONT,98.6,91.69138284224732,ridge_pc5_lo
LGD_09,SD4011,97.3,93.28538818733128,ridge_pc5_lo
LGD_09,SD4027,93.2,94.42281610738316,ridge_pc5_lo
LGD_09,SELECT,96.6,92.9988597348403,ridge_pc5_lo
LGD_09,MN05152-1-1,97.1,97.00065819483612,ridge_pc5_lo
LGD_09,MN06049-1-3,97.9,99.33948103905996,ridge_pc5_lo
LGD_09,MN06202-3-1,92.5,98.93442131229192,ridge_pc5_lo
LGD_09,MN06213-6-2-4,91.8,102.2327035780838,ridge_pc5_lo
LGD_09,MN06219-2-2,95.5,101.30296607106446,ridge_pc5_lo
LGD_09,2375,93.6,97.73589753876335,ridge_pc5_lo
LGD_09,ND2710,95.2,93.40153861980806,ridge_pc5_lo
LGD_09,BACUP,98.4,98.55376320956312,ridge_pc5_lo
LGD_09,WHEATON,92.1,94.25388442704512,ridge_pc5_lo
LGD_10,MT09SCAB16,74.61,67.02980356144931,ridge_pc5_lo
LGD_10,MT09SCAB3,77.63,69.58228773828132,ridge_pc5_lo
LGD_10,MT09SCAB5,75.99,62.51696394301069,ridge_pc5_lo
LGD_10,MT09SCAB9,78.27,63.28789835693453,ridge_pc5_lo
LGD_10,FN09-17017,94.5,88.55340933910882,ridge_pc5_lo
LGD_10,FN09-17210,92.01,89.00173216977512,ridge_pc5_lo
LGD_10,FN09-17213,93.71,87.5840015999363,ridge_pc5_lo
LGD_10,FN09-17270,95.3,83.93501441959717,ridge_pc5_lo
LGD_10,FN09-17275,97.09,92.72037302969406,ridge_pc5_lo
LGD_10,MN06216-6-2-4,83.15,90.11165481126145,ridge_pc5_lo
LGD_10,MN07049-7-3,90.54,89.5404673684212,ridge_pc5_lo
LGD_10,MN07183-3,80.3,85.14051580335577,ridge_pc5_lo
LGD_10,BW928,83.16,90.03851835733995,ridge_pc5_lo
LGD_10,2375,80.53,89.21197079652714,ridge_pc5_lo
LGD_10,ND2710,94.12,83.08139968085243,ridge_pc5_lo
LGD_10,BACUP,86.56,88.272640964563,ridge_pc5_lo
LGD_10,WHEATON,73.76,85.7299576848089,ridge_pc5_lo
LGD_11,10EXP13-16,58.5383312364737,50.676472101493694,ridge_pc5_lo
LGD_11,10EXP13-24,56.2704111334142,50.88968311380756,ridge_pc5_lo
LGD_11,10EXP13-44,61.5474776449041,48.564185885419626,ridge_pc5_lo
LGD_11,10EXP13-87,55.8991596638655,51.64989849980304,ridge_pc5_lo
LGD_11,10EXPSW13-19,36.2585139318885,42.41488268444762,ridge_pc5_lo
LGD_11,10EXPSW13-28,43.3708290333677,48.32953053512435,ridge_pc5_lo
LGD_11,10EXPSW13-9,19.685457516339895,38.19392867119001,ridge_pc5_lo
LGD_11,SD4313,50.4129969295411,48.642183741767994,ridge_pc5_lo
LGD_11,SD4331,47.8060613134143,51.50944066510996,ridge_pc5_lo
LGD_11,SD4337,56.8896060617229,50.19545966012567,ridge_pc5_lo
LGD_11,SD4338,74.2420051353875,47.13144696607298,ridge_pc5_lo
LGD_11,SD4343,79.2308467246548,46.61750193420172,ridge_pc5_lo
LGD_11,MN07057-6-4,31.9004281537176,50.488589779341325,ridge_pc5_lo
LGD_11,MN07167W-2-1,30.043322389684604,50.14123525379238,ridge_pc5_lo
LGD_11,MN09023,50.6530664897538,47.90149574385288,ridge_pc5_lo
LGD_11,MN09092,45.2783839934575,45.819808823545245,ridge_pc5_lo
LGD_11,X00009-16,43.439707079413,46.8825635670014,ridge_pc5_lo
LGD_11,BW429,30.9928943068455,46.086178859203464,ridge_pc5_lo
LGD_11,BW928,46.568196509373,51.94336826281666,ridge_pc5_lo
LGD_11,2375,40.5350140056022,50.69681518970289,ridge_pc5_lo
LGD_11,ND2710,67.5095570279394,44.98624958632913,ridge_pc5_lo
LGD_11,BACUP,27.271008048968596,52.628369706274704,ridge_pc5_lo
LGD_11,WHEATON,13.230177158582704,47.214802077984615,ridge_pc5_lo
LGD_14,SD4504,69.9519364564007,82.89857499300496,ridge_pc5_lo
LGD_14,SD4508,77.8819444444444,70.51247083053629,ridge_pc5_lo
LGD_14,SD4510,81.7859019886364,70.45693413893709,ridge_pc5_lo
LGD_14,SD4514,92.71971756313862,82.77758392530541,ridge_pc5_lo
LGD_14,SD4546,67.2516475340136,83.3711785419123,ridge_pc5_lo
LGD_14,MN10021,97.30944055944056,69.06581999737635,ridge_pc5_lo
LGD_14,MN10388,86.4542609087428,75.30537935316835,ridge_pc5_lo
LGD_14,MN11074,72.4372546655647,74.72306739597472,ridge_pc5_lo
LGD_14,MN11397-1,86.7414088786402,75.27043929187393,ridge_pc5_lo
LGD_14,MN11405,84.0123602147412,70.96571470536598,ridge_pc5_lo
LGD_14,12-14-147,80.2553187106454,77.35372197334115,ridge_pc5_lo
LGD_14,12-14-158,78.3461776015503,75.95776098828034,ridge_pc5_lo
LGD_14,12-14-172,76.5792288714575,83.19991328475957,ridge_pc5_lo
LGD_14,12-14-97,69.1656407502272,80.15208534096568,ridge_pc5_lo
LGD_14,2375,56.512261225103,82.26921587649042,ridge_pc5_lo
LGD_14,ND2710,92.93221726190475,69.3556796198433,ridge_pc5_lo
LGD_14,BACUP,55.5923359728507,77.93382392748484,ridge_pc5_lo
LGD_14,WHEATON,19.0648692810458,78.78720276477218,ridge_pc5_lo
LGD_15,BW483,52.85,44.58066264275828,ridge_pc5_lo
LGD_15,BW485,55.375,46.21359041920396,ridge_pc5_lo
LGD_15,BW499,66.225,49.59396876602892,ridge_pc5_lo
LGD_15,BW961,52.05,51.65945216623127,ridge_pc5_lo
LGD_15,MT1219,18.77500000000001,32.78835639129581,ridge_pc5_lo
LGD_15,MT1337,15.424999999999995,33.81033100447747,ridge_pc5_lo
LGD_15,MT1338,26.22499999999999,27.013965298882905,ridge_pc5_lo
LGD_15,14-13-106,51.6,53.000051672313745,ridge_pc5_lo
LGD_15,14-13-135,45.0,50.71732025051874,ridge_pc5_lo
LGD_15,14-13-14,44.325,55.47879781845274,ridge_pc5_lo
LGD_15,14-13-21,47.1,52.70901276317373,ridge_pc5_lo
LGD_15,14-13-97,46.225,48.83507373125537,ridge_pc5_lo
LGD_15,SD4559,57.225,48.86915509490491,ridge_pc5_lo
LGD_15,SD4582,64.175,54.625904044645175,ridge_pc5_lo
LGD_15,SD4595,53.775,45.15954308596809,ridge_pc5_lo
LGD_15,SD4605,54.8,47.627927299456765,ridge_pc5_lo
LGD_15,SD4607,52.75,47.60493873544516,ridge_pc5_lo
LGD_15,MN11326-3,56.025,46.71140120625695,ridge_pc5_lo
LGD_15,MN12265-1,59.05,48.23936803444902,ridge_pc5_lo
LGD_15,MN12307-3,63.875,50.77855243115452,ridge_pc5_lo
LGD_15,MN12423-5,57.525,44.84780625320702,ridge_pc5_lo
LGD_15,MN12545-3,61.975,48.693550908853055,ridge_pc5_lo
LGD_15,MT1316,28.72499999999999,49.45750135959562,ridge_pc5_lo
LGD_15,2375,35.75,53.04587531773458,ridge_pc5_lo
LGD_15,ND2710,64.3,46.79477479416458,ridge_pc5_lo
LGD_15,BACUP,46.3,49.54787589711267,ridge_pc5_lo
LGD_15,WHEATON,10.400000000000006,49.5638622060163,ridge_pc5_lo
LGD_97,ND691,97.9,69.5434969796894,ridge_pc5_lo
LGD_97,PARSHALL,83.8,81.29994682606367,ridge_pc5_lo
LGD_97,MN94346,91.8,75.37965441929269,ridge_pc5_lo
LGD_97,MN95124,59.4,69.51454327357507,ridge_pc5_lo
LGD_97,MN95211,24.200000000000003,75.77714158186994,ridge_pc5_lo
LGD_97,SCHOLAR,64.5,59.988835252752835,ridge_pc5_lo
LGD_97,MCVEY,99.6,75.4351204599839,ridge_pc5_lo
LGD_97,D87-240,89.7,75.99593624435846,ridge_pc5_lo
LGD_97,2375,60.8,75.9865976497002,ridge_pc5_lo
LGD_97,ND2710,84.4,76.1459275214343,ridge_pc5_lo
LGD_97,BACUP,66.1,78.43295945737437,ridge_pc5_lo
LGD_97,WHEATON,78.7,72.50458453798196,ridge_pc5_lo
MRD_18,MT1673,91.0,71.84182698842001,ridge_pc5_lo
MRD_18,NDHRS16-13-13,94.7,98.78538908841551,ridge_pc5_lo
MRD_18,NDHRS16-13-89,98.7,96.03550486182044,ridge_pc5_lo
MRD_18,NDHRS16-13-97,95.3,100.8383637509668,ridge_pc5_lo
MRD_18,NDHRS16-14-12,97.6,98.79437282513857,ridge_pc5_lo
MRD_18,NDHRS16-14-91,99.2,100.2357660897645,ridge_pc5_lo
MRD_18,MN15008-7,98.9,99.30299844809431,ridge_pc5_lo
MRD_18,MN15029-8,98.9,90.85108138115382,ridge_pc5_lo
MRD_18,MN15089-2,98.6,94.68288320112728,ridge_pc5_lo
MRD_18,MN15219-2,97.8,99.95838595891264,ridge_pc5_lo
MRD_18,MN15501-4,97.9,97.42115661564776,ridge_pc5_lo
MRD_18,MT1621,81.5,78.65524153219405,ridge_pc5_lo
MRD_18,2375,84.2,99.30577181647016,ridge_pc5_lo
MRD_18,ND2710,99.5,90.888137013549,ridge_pc5_lo
MRD_18,BACUP,98.9,96.83773787742476,ridge_pc5_lo
MRD_18,WHEATON,72.5,95.82375870475192,ridge_pc5_lo
MRD_19,MT1767,48.75,60.10024083551035,ridge_pc5_lo
MRD_19,NDHRS14-0136-C06,76.4166666666667,81.37342539052229,ridge_pc5_lo
MRD_19,NDHRS16-14-36,76.3333333333333,81.60803114198362,ridge_pc5_lo
MRD_19,NDHRS16-16-665,94.5,77.80088248163794,ridge_pc5_lo
MRD_19,MN15155-2,78.9166666666667,73.66394755195502,ridge_pc5_lo
MRD_19,MN16028,65.5833333333333,74.8274759389186,ridge_pc5_lo
MRD_19,MN16040,88.6666666666667,80.76110408728641,ridge_pc5_lo
MRD_19,MN16262-3,85.3333333333333,75.42297481170581,ridge_pc5_lo
MRD_19,MN16317-5,92.5,73.53469586161954,ridge_pc5_lo
MRD_19,MT1621,57.2666666666667,62.68667661364506,ridge_pc5_lo
MRD_19,NDHRS13-0170-0004,86.5833333333333,83.31175417219187,ridge_pc5_lo
MRD_19,ND-HERON,80.9166666666667,80.11858355263072,ridge_pc5_lo
MRD_19,ND2710,95.08333333333331,71.30157568626849,ridge_pc5_lo
MRD_19,BACUP,84.5833333333333,78.61842964451384,ridge_pc5_lo
MRD_19,WHEATON,29.5833333333333,79.85519378620292,ridge_pc5_lo
MRS_97,ND691,74.0,48.52568800518216,ridge_pc5_lo
MRS_97,PARSHALL,66.0,60.73530897887132,ridge_pc5_lo
MRS_97,MN94346,62.9,50.65432154471144,ridge_pc5_lo
MRS_97,MN95124,32.0,48.949905426382735,ridge_pc5_lo
MRS_97,MN95211,38.0,51.0518087072887,ridge_pc5_lo
MRS_97,SCHOLAR,38.0,39.42419740556049,ridge_pc5_lo
MRS_97,MCVEY,49.4,55.27749865804017,ridge_pc5_lo
MRS_97,D87-240,32.0,56.33609640757483,ridge_pc5_lo
MRS_97,2375,62.2,55.82897584775648,ridge_pc5_lo
MRS_97,ND2710,68.0,51.42059464685304,ridge_pc5_lo
MRS_97,BACUP,66.0,58.77311962059073,ridge_pc5_lo
MRS_97,WHEATON,53.2,52.34696273603821,ridge_pc5_lo
MRS_98,LANGDON,73.7,62.77526363979752,ridge_pc5_lo
MRS_98,BRIGGS,81.9,62.91456954483054,ridge_pc5_lo
MRS_98,SD3345,70.6,64.52602340248238,ridge_pc5_lo
MRS_98,MN97237,34.0,57.20850241946355,ridge_pc5_lo
MRS_98,MN97762,53.0,69.74611354490457,ridge_pc5_lo
MRS_98,MN97847,63.6,72.0307769442904,ridge_pc5_lo
MRS_98,MCVEY,70.5,72.30471639431855,ridge_pc5_lo
MRS_98,ND2891,75.7,69.81499200638375,ridge_pc5_lo
MRS_98,2375,65.3,72.85619358403484,ridge_pc5_lo
MRS_98,ND2710,86.0,62.961875567041545,ridge_pc5_lo
MRS_98,BACUP,70.5,67.97829785598643,ridge_pc5_lo
MRS_98,WHEATON,45.6,69.3741804723166,ridge_pc5_lo
MRS_99,ACBARRIE,65.0,70.8300029206682,ridge_pc5_lo
MRS_99,SD3310,72.0,72.92962265850693,ridge_pc5_lo
MRS_99,SD3407,68.0,70.60519276888492,ridge_pc5_lo
MRS_99,SD3414,77.0,72.49483507264144,ridge_pc5_lo
MRS_99,MN97518,75.0,69.72305596011807,ridge_pc5_lo
MRS_99,MN97596,82.0,80.90479319431601,ridge_pc5_lo
MRS_99,MN97603,85.0,77.55322659003551,ridge_pc5_lo
MRS_99,MN98068,47.0,81.30589508006199,ridge_pc5_lo
MRS_99,MN98513,73.0,72.81297786023715,ridge_pc5_lo
MRS_99,ND2891,86.0,75.83228080872395,ridge_pc5_lo
MRS_99,2375,72.0,80.76163191105844,ridge_pc5_lo
MRS_99,ND2710,95.0,68.97916436938176,ridge_pc5_lo
MRS_99,BACUP,88.0,76.30818696260116,ridge_pc5_lo
MRS_99,WHEATON,39.0,77.2796187993402,ridge_pc5_lo
PRP_00,PI182561,5.0,46.22992162985482,ridge_pc5_lo
PRP_00,PI382161,36.0,48.35737232634917,ridge_pc5_lo
PRP_00,PI382167,56.0,42.8089594349179,ridge_pc5_lo
PRP_00,PI81791,46.0,40.776426728762075,ridge_pc5_lo
PRP_00,MN97039,52.0,40.95388827871927,ridge_pc5_lo
PRP_00,MN97561,55.0,43.049928058025294,ridge_pc5_lo
PRP_00,MN98037,51.0,42.33486403915808,ridge_pc5_lo
PRP_00,MN98092,43.0,45.03720593554015,ridge_pc5_lo
PRP_00,MN98208,50.0,43.14838019329881,ridge_pc5_lo
PRP_00,MN98389,40.0,44.176367188923265,ridge_pc5_lo
PRP_00,2375,45.0,51.380007645341145,ridge_pc5_lo
PRP_00,ND2710,82.0,44.32490683184565,ridge_pc5_lo
PRP_00,BACUP,53.0,47.67419315861307,ridge_pc5_lo
PRP_00,WHEATON,11.0,47.89799453362287,ridge_pc5_lo
PRP_01,PI104131,60.0,65.87933270139081,ridge_pc5_lo
PRP_01,PI185380,63.0,70.01779167835505,ridge_pc5_lo
PRP_01,PI349478,92.0,69.33787105307248,ridge_pc5_lo
PRP_01,PI382140,90.0,70.00274098695839,ridge_pc5_lo
PRP_01,MN99109,47.0,70.4723405178638,ridge_pc5_lo
PRP_01,MN99112,92.0,68.1750721875817,ridge_pc5_lo
PRP_01,MN99126,82.0,67.60856220157073,ridge_pc5_lo
PRP_01,MN99192,49.0,69.19710825558576,ridge_pc5_lo
PRP_01,MN99322,56.0,74.42351315182874,ridge_pc5_lo
PRP_01,2375,83.0,74.85007408406871,ridge_pc5_lo
PRP_01,ND2710,83.0,68.27334678622508,ridge_pc5_lo
PRP_01,BACUP,76.0,73.93286702204307,ridge_pc5_lo
PRP_01,WHEATON,39.0,71.36806097235046,ridge_pc5_lo
PRP_04,MN00187-3,96.84,74.09876763971049,ridge_pc5_lo
PRP_04,MN01164,92.4427,78.48164599064572,ridge_pc5_lo
PRP_04,MN01NIL84-5-5-15,96.5826,79.14058762105543,ridge_pc5_lo
PRP_04,MN99220-4,93.5752,75.58507830296531,ridge_pc5_lo
PRP_04,MN99341-2-5,92.0792,76.57083050959439,ridge_pc5_lo
PRP_04,ND03_1-15,63.81,82.98491058819624,ridge_pc5_lo
PRP_04,ND03_1-9,84.6246,74.76440503079341,ridge_pc5_lo
PRP_04,NDSW0345,44.2416,69.22214688789651,ridge_pc5_lo
PRP_04,RUGBY,39.6002,77.20208537674228,ridge_pc5_lo
PRP_04,2375,73.08840000000001,77.385911628277,ridge_pc5_lo
PRP_04,ND2710,96.91,71.92479360941475,ridge_pc5_lo
PRP_04,BACUP,86.7321,79.48787483546846,ridge_pc5_lo
PRP_04,WHEATON,18.552499999999995,73.90389851655875,ridge_pc5_lo
PRP_05,NDSW0350,59.7336,62.277807326818774,ridge_pc5_lo
PRP_05,MN01057-3-1,89.9889,69.65006828829542,ridge_pc5_lo
PRP_05,MN01380-2-1,79.39580000000001,64.8544611407253,ridge_pc5_lo
PRP_05,MN02051-1,63.1735,75.71439635591908,ridge_pc5_lo
PRP_05,MN02219-1,90.9833,75.87122091159613,ridge_pc5_lo
PRP_05,MN02306-2,89.438,69.92429685684918,ridge_pc5_lo
PRP_05,NDSW0345,71.5929,66.0353148057053,ridge_pc5_lo
PRP_05,RUGBY,39.7467,77.77943454612986,ridge_pc5_lo
PRP_05,2375,74.5003,74.68687257061545,ridge_pc5_lo
PRP_05,ND2710,93.845,63.20344667643107,ridge_pc5_lo
PRP_05,BACUP,62.9636,80.06522400485605,ridge_pc5_lo
PRP_05,WHEATON,49.17,71.2048594588972,ridge_pc5_lo
PRP_14,SD4504,92.49464285714286,86.62428417676566,ridge_pc5_lo
PRP_14,SD4508,89.0399959935897,77.6660738211523,ridge_pc5_lo
PRP_14,SD4510,85.2128399378399,78.81772151184587,ridge_pc5_lo
PRP_14,SD4514,89.6838293650794,86.5032931090661,ridge_pc5_lo
PRP_14,SD4546,85.7993634259259,87.096887725673,ridge_pc5_lo
PRP_14,MN10021,93.73211996336995,77.9954521926455,ridge_pc5_lo
PRP_14,MN10388,89.7330225840336,83.66616672607714,ridge_pc5_lo
PRP_14,MN11074,79.5542850378788,83.08385476888351,ridge_pc5_lo
PRP_14,MN11397-1,83.9610364145658,83.63122666478272,ridge_pc5_lo
PRP_14,MN11405,89.5166666666667,79.89534690063513,ridge_pc5_lo
PRP_14,12-14-147,86.7086746906939,81.07943115710185,ridge_pc5_lo
PRP_14,12-14-158,77.8854538690476,84.88739318354949,ridge_pc5_lo
PRP_14,12-14-172,77.4087606837607,90.35351627537558,ridge_pc5_lo
PRP_14,12-14-97,85.0557116596639,86.68943189689782,ridge_pc5_lo
PRP_14,2375,70.3075960497836,85.99492506025112,ridge_pc5_lo
PRP_14,ND2710,92.0225441522763,78.28531181511245,ridge_pc5_lo
PRP_14,BACUP,61.682196969697,86.29461130039363,ridge_pc5_lo
PRP_14,WHEATON,43.6722222222222,82.51291194853287,ridge_pc5_lo
PRP_15,BW483,54.375,44.44182292457453,ridge_pc5_lo
PRP_15,BW485,46.575,47.45819299079776,ridge_pc5_lo
PRP_15,BW499,57.925,49.455129047845176,ridge_pc5_lo
PRP_15,BW961,52.625,52.90405473782507,ridge_pc5_lo
PRP_15,MT1219,24.049999999999997,31.596733943648232,ridge_pc5_lo
PRP_15,MT1337,16.375,32.90975580498941,ridge_pc5_lo
PRP_15,MT1338,32.05,25.911700710273397,ridge_pc5_lo
PRP_15,14-13-106,50.375,51.80842922466617,ridge_pc5_lo
PRP_15,14-13-135,42.425,49.81674505103068,ridge_pc5_lo
PRP_15,14-13-14,34.375,54.287175370805166,ridge_pc5_lo
PRP_15,14-13-21,50.1,52.570173044989986,ridge_pc5_lo
PRP_15,14-13-97,41.525,50.07967630284917,ridge_pc5_lo
PRP_15,SD4559,67.075,47.67753264725734,ridge_pc5_lo
PRP_15,SD4582,73.4,53.725328845157115,ridge_pc5_lo
PRP_15,SD4595,42.975,46.40414565756189,ridge_pc5_lo
PRP_15,SD4605,45.725,48.87252987105057,ridge_pc5_lo
PRP_15,SD4607,44.5,48.84954130703896,ridge_pc5_lo
PRP_15,MN11326-3,59.55,47.95600377785075,ridge_pc5_lo
PRP_15,MN12265-1,54.9,47.137103445839514,ridge_pc5_lo
PRP_15,MN12307-3,49.4,49.87797723166646,ridge_pc5_lo
PRP_15,MN12423-5,51.25,44.70896653502327,ridge_pc5_lo
PRP_15,MN12545-3,55.475,49.93815348044686,ridge_pc5_lo
PRP_15,MT1316,40.55,48.35523677098611,ridge_pc5_lo
PRP_15,2375,34.95,52.14530011824652,ridge_pc5_lo
PRP_15,ND2710,73.875,45.60315234651701,ridge_pc5_lo
PRP_15,BACUP,54.075,50.79247846870647,ridge_pc5_lo
PRP_15,WHEATON,24.049999999999997,48.66328700652824,ridge_pc5_lo
PRP_16,MT1348,18.8680769230769,19.13280023388,ridge_pc5_lo
PRP_16,MT1401,21.997596153846203,20.351639047115015,ridge_pc5_lo
PRP_16,ND820,64.45714188453161,35.31789529582408,ridge_pc5_lo
PRP_16,ND822,72.7694035947712,37.172190332518326,ridge_pc5_lo
PRP_16,ND824,38.9025144382696,37.41483451355987,ridge_pc5_lo
